route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,agency_id
05210621-16,20210510,20210510-16-16440,16 - Union Station,,0,DDS11019,191229,1,1,GO
05210621-16,20210510,20210510-16-16480,16 - Union Station,,0,DDS11015,191229,1,1,GO
05210621-16,20210510,20210510-16-16090,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210510,20210510-16-16040,16 - Union Station,,0,DDS11003,191229,1,1,GO
05210621-16,20210509,20210509-16-16900,16 - Union Station,,0,DDS11027,191229,1,1,GO
05210621-16,20210509,20210509-16-16810,16 - Union Station,,0,DDS11027,191229,1,1,GO
05210621-16,20210509,20210509-16-16710,16 - Union Station,,0,DDS11027,191229,1,1,GO
05210621-16,20210509,20210509-16-16870,16 - Union Station,,0,DDS11025,191229,1,1,GO
05210621-16,20210509,20210509-16-16780,16 - Union Station,,0,DDS11025,191229,1,1,GO
05210621-16,20210509,20210509-16-16660,16 - Union Station,,0,DDS11025,191229,1,1,GO
05210621-16,20210509,20210509-16-16930,16 - Union Station,,0,DDS11023,191229,1,1,GO
05210621-16,20210509,20210509-16-16610,16 - Union Station,,0,DDS11021,191229,1,1,GO
05210621-16,20210509,20210509-16-16840,16 - Union Station,,0,DDS11018,191229,1,1,GO
05210621-16,20210509,20210509-16-16740,16 - Union Station,,0,DDS11018,191229,1,1,GO
05210621-16,20210509,20210509-16-16550,16 - Union Station,,0,DDS11018,191229,1,1,GO
05210621-16,20210509,20210509-16-16480,16 - Union Station,,0,DDS11013,191229,1,1,GO
05210621-16,20210509,20210509-16-16360,16 - Union Station,,0,DDS11013,191229,1,1,GO
05210621-16,20210509,20210509-16-16230,16 - Union Station,,0,DDS11013,191229,1,1,GO
05210621-16,20210509,20210509-16-16440,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210509,20210509-16-16320,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210509,20210509-16-16180,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210509,20210509-16-16400,16 - Union Station,,0,DDS11007,191229,1,1,GO
05210621-16,20210509,20210509-16-16290,16 - Union Station,,0,DDS11007,191229,1,1,GO
05210621-16,20210509,20210509-16-16120,16 - Union Station,,0,DDS11007,191229,1,1,GO
05210621-16,20210508,20210508-16-16900,16 - Union Station,,0,DDS11026,191229,1,1,GO
05210621-16,20210508,20210508-16-16810,16 - Union Station,,0,DDS11026,191229,1,1,GO
05210621-16,20210508,20210508-16-16710,16 - Union Station,,0,DDS11026,191229,1,1,GO
05210621-16,20210508,20210508-16-16870,16 - Union Station,,0,DDS11024,191229,1,1,GO
05210621-16,20210508,20210508-16-16780,16 - Union Station,,0,DDS11024,191229,1,1,GO
05210621-16,20210508,20210508-16-16660,16 - Union Station,,0,DDS11024,191229,1,1,GO
05210621-16,20210508,20210508-16-16930,16 - Union Station,,0,DDS11023,191229,1,1,GO
05210621-16,20210508,20210508-16-16610,16 - Union Station,,0,DDS11020,191229,1,1,GO
05210621-16,20210508,20210508-16-16840,16 - Union Station,,0,DDS11017,191229,1,1,GO
05210621-16,20210508,20210508-16-16740,16 - Union Station,,0,DDS11017,191229,1,1,GO
05210621-16,20210508,20210508-16-16550,16 - Union Station,,0,DDS11017,191229,1,1,GO
05210621-16,20210508,20210508-16-16480,16 - Union Station,,0,DDS11013,191229,1,1,GO
05210621-16,20210508,20210508-16-16360,16 - Union Station,,0,DDS11013,191229,1,1,GO
05210621-16,20210508,20210508-16-16230,16 - Union Station,,0,DDS11013,191229,1,1,GO
05210621-16,20210508,20210508-16-16440,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210508,20210508-16-16320,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210508,20210508-16-16180,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210508,20210508-16-16400,16 - Union Station,,0,DDS11007,191229,1,1,GO
05210621-16,20210508,20210508-16-16290,16 - Union Station,,0,DDS11007,191229,1,1,GO
05210621-16,20210508,20210508-16-16120,16 - Union Station,,0,DDS11007,191229,1,1,GO
05210621-16,20210505,20210505-16-16400,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210505,20210505-16-16290,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210505,20210505-16-16320,16 - Union Station,,0,strvl003,191229,1,1,GO
05210621-16,20210505,20210505-16-16840,16 - Union Station,,0,MDDS3123,191229,1,1,GO
05210621-16,20210505,20210505-16-16780,16 - Union Station,,0,MDDS3121,191229,1,1,GO
05210621-16,20210505,20210505-16-16900,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210505,20210505-16-16810,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210505,20210505-16-16360,16 - Union Station,,0,DDS51003,191229,1,1,GO
05210621-16,20210505,20210505-16-16930,16 - Union Station,,0,DDS11034,191229,1,1,GO
05210621-16,20210505,20210505-16-16740,16 - Union Station,,0,DDS11032,191229,1,1,GO
05210621-16,20210505,20210505-16-16870,16 - Union Station,,0,DDS11028,191229,1,1,GO
05210621-16,20210505,20210505-16-16710,16 - Union Station,,0,DDS11020,191229,1,1,GO
05210621-16,20210505,20210505-16-16440,16 - Union Station,,0,DDS11019,191229,1,1,GO
05210621-16,20210505,20210505-16-16480,16 - Union Station,,0,DDS11015,191229,1,1,GO
05210621-16,20210505,20210505-16-16090,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210505,20210505-16-16040,16 - Union Station,,0,DDS11003,191229,1,1,GO
05210621-16,20210503,20210503-16-16400,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210503,20210503-16-16290,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210503,20210503-16-16320,16 - Union Station,,0,strvl003,191229,1,1,GO
05210621-16,20210503,20210503-16-16840,16 - Union Station,,0,MDDS3123,191229,1,1,GO
05210621-16,20210503,20210503-16-16780,16 - Union Station,,0,MDDS3121,191229,1,1,GO
05210621-16,20210503,20210503-16-16900,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210503,20210503-16-16810,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210503,20210503-16-16360,16 - Union Station,,0,DDS51003,191229,1,1,GO
05210621-16,20210503,20210503-16-16930,16 - Union Station,,0,DDS11034,191229,1,1,GO
05210621-16,20210503,20210503-16-16740,16 - Union Station,,0,DDS11032,191229,1,1,GO
05210621-16,20210503,20210503-16-16870,16 - Union Station,,0,DDS11028,191229,1,1,GO
05210621-16,20210503,20210503-16-16710,16 - Union Station,,0,DDS11020,191229,1,1,GO
05210621-16,20210503,20210503-16-16440,16 - Union Station,,0,DDS11019,191229,1,1,GO
05210621-16,20210503,20210503-16-16480,16 - Union Station,,0,DDS11015,191229,1,1,GO
05210621-16,20210503,20210503-16-16090,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210503,20210503-16-16040,16 - Union Station,,0,DDS11003,191229,1,1,GO
05210621-16,20210618,20210618-16-16320,16 - Union Station,,0,strvl003,191229,1,1,GO
05210621-16,20210618,20210618-16-16930,16 - Union Station,,0,DDS11034,191229,1,1,GO
05210621-16,20210618,20210618-16-16740,16 - Union Station,,0,DDS11032,191229,1,1,GO
05210621-16,20210618,20210618-16-16870,16 - Union Station,,0,DDS11028,191229,1,1,GO
05210621-16,20210618,20210618-16-16710,16 - Union Station,,0,DDS11020,191229,1,1,GO
05210621-16,20210618,20210618-16-16440,16 - Union Station,,0,DDS11019,191229,1,1,GO
05210621-16,20210618,20210618-16-16480,16 - Union Station,,0,DDS11015,191229,1,1,GO
05210621-16,20210618,20210618-16-16090,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210622,20210622-16-16930,16 - Union Station,,0,DDS11034,191229,1,1,GO
05210621-16,20210622,20210622-16-16740,16 - Union Station,,0,DDS11032,191229,1,1,GO
05210621-16,20210622,20210622-16-16870,16 - Union Station,,0,DDS11028,191229,1,1,GO
05210621-16,20210622,20210622-16-16710,16 - Union Station,,0,DDS11020,191229,1,1,GO
05210621-16,20210622,20210622-16-16440,16 - Union Station,,0,DDS11019,191229,1,1,GO
05210621-16,20210622,20210622-16-16480,16 - Union Station,,0,DDS11015,191229,1,1,GO
05210621-16,20210622,20210622-16-16090,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210621,20210621-16-16780,16 - Union Station,,0,MDDS3121,191229,1,1,GO
05210621-16,20210624,20210624-16-16320,16 - Union Station,,0,strvl003,191229,1,1,GO
05210621-16,20210624,20210624-16-16930,16 - Union Station,,0,DDS11034,191229,1,1,GO
05210621-16,20210624,20210624-16-16870,16 - Union Station,,0,DDS11028,191229,1,1,GO
05210621-16,20210624,20210624-16-16710,16 - Union Station,,0,DDS11020,191229,1,1,GO
05210621-16,20210624,20210624-16-16040,16 - Union Station,,0,DDS11003,191229,1,1,GO
05210621-16,20210623,20210623-16-16400,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210623,20210623-16-16290,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210623,20210623-16-16780,16 - Union Station,,0,MDDS3121,191229,1,1,GO
05210621-16,20210623,20210623-16-16900,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210623,20210623-16-16810,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210623,20210623-16-16870,16 - Union Station,,0,DDS11028,191229,1,1,GO
05210621-16,20210623,20210623-16-16710,16 - Union Station,,0,DDS11020,191229,1,1,GO
05210621-16,20210623,20210623-16-16440,16 - Union Station,,0,DDS11019,191229,1,1,GO
05210621-16,20210623,20210623-16-16480,16 - Union Station,,0,DDS11015,191229,1,1,GO
05210621-16,20210623,20210623-16-16090,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210623,20210623-16-16040,16 - Union Station,,0,DDS11003,191229,1,1,GO
05210621-16,20210609,20210609-16-16400,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210609,20210609-16-16290,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210609,20210609-16-16780,16 - Union Station,,0,MDDS3121,191229,1,1,GO
05210621-16,20210609,20210609-16-16360,16 - Union Station,,0,DDS51003,191229,1,1,GO
05210621-16,20210609,20210609-16-16930,16 - Union Station,,0,DDS11034,191229,1,1,GO
05210621-16,20210609,20210609-16-16740,16 - Union Station,,0,DDS11032,191229,1,1,GO
05210621-16,20210609,20210609-16-16870,16 - Union Station,,0,DDS11028,191229,1,1,GO
05210621-16,20210609,20210609-16-16710,16 - Union Station,,0,DDS11020,191229,1,1,GO
05210621-16,20210609,20210609-16-16440,16 - Union Station,,0,DDS11019,191229,1,1,GO
05210621-16,20210609,20210609-16-16480,16 - Union Station,,0,DDS11015,191229,1,1,GO
05210621-16,20210609,20210609-16-16090,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210609,20210609-16-16040,16 - Union Station,,0,DDS11003,191229,1,1,GO
05210621-16,20210608,20210608-16-16320,16 - Union Station,,0,strvl003,191229,1,1,GO
05210621-16,20210608,20210608-16-16780,16 - Union Station,,0,MDDS3121,191229,1,1,GO
05210621-16,20210608,20210608-16-16900,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210608,20210608-16-16810,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210608,20210608-16-16360,16 - Union Station,,0,DDS51003,191229,1,1,GO
05210621-16,20210608,20210608-16-16930,16 - Union Station,,0,DDS11034,191229,1,1,GO
05210621-16,20210608,20210608-16-16740,16 - Union Station,,0,DDS11032,191229,1,1,GO
05210621-16,20210608,20210608-16-16870,16 - Union Station,,0,DDS11028,191229,1,1,GO
05210621-16,20210608,20210608-16-16710,16 - Union Station,,0,DDS11020,191229,1,1,GO
05210621-16,20210608,20210608-16-16440,16 - Union Station,,0,DDS11019,191229,1,1,GO
05210621-16,20210608,20210608-16-16480,16 - Union Station,,0,DDS11015,191229,1,1,GO
05210621-16,20210608,20210608-16-16090,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210608,20210608-16-16040,16 - Union Station,,0,DDS11003,191229,1,1,GO
05210621-16,20210531,20210531-16-16400,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210531,20210531-16-16290,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210531,20210531-16-16900,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210531,20210531-16-16810,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210531,20210531-16-16360,16 - Union Station,,0,DDS51003,191229,1,1,GO
05210621-16,20210531,20210531-16-16930,16 - Union Station,,0,DDS11034,191229,1,1,GO
05210621-16,20210531,20210531-16-16740,16 - Union Station,,0,DDS11032,191229,1,1,GO
05210621-16,20210531,20210531-16-16870,16 - Union Station,,0,DDS11028,191229,1,1,GO
05210621-16,20210531,20210531-16-16710,16 - Union Station,,0,DDS11020,191229,1,1,GO
05210621-16,20210531,20210531-16-16440,16 - Union Station,,0,DDS11019,191229,1,1,GO
05210621-16,20210531,20210531-16-16480,16 - Union Station,,0,DDS11015,191229,1,1,GO
05210621-16,20210531,20210531-16-16090,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210531,20210531-16-16040,16 - Union Station,,0,DDS11003,191229,1,1,GO
05210621-16,20210530,20210530-16-16900,16 - Union Station,,0,DDS11027,191229,1,1,GO
05210621-16,20210530,20210530-16-16810,16 - Union Station,,0,DDS11027,191229,1,1,GO
05210621-16,20210530,20210530-16-16710,16 - Union Station,,0,DDS11027,191229,1,1,GO
05210621-16,20210530,20210530-16-16870,16 - Union Station,,0,DDS11025,191229,1,1,GO
05210621-16,20210530,20210530-16-16780,16 - Union Station,,0,DDS11025,191229,1,1,GO
05210621-16,20210530,20210530-16-16660,16 - Union Station,,0,DDS11025,191229,1,1,GO
05210621-16,20210530,20210530-16-16930,16 - Union Station,,0,DDS11023,191229,1,1,GO
05210621-16,20210530,20210530-16-16610,16 - Union Station,,0,DDS11021,191229,1,1,GO
05210621-16,20210530,20210530-16-16840,16 - Union Station,,0,DDS11018,191229,1,1,GO
05210621-16,20210530,20210530-16-16740,16 - Union Station,,0,DDS11018,191229,1,1,GO
05210621-16,20210530,20210530-16-16550,16 - Union Station,,0,DDS11018,191229,1,1,GO
05210621-16,20210530,20210530-16-16480,16 - Union Station,,0,DDS11013,191229,1,1,GO
05210621-16,20210530,20210530-16-16360,16 - Union Station,,0,DDS11013,191229,1,1,GO
05210621-16,20210530,20210530-16-16230,16 - Union Station,,0,DDS11013,191229,1,1,GO
05210621-16,20210530,20210530-16-16440,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210530,20210530-16-16320,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210530,20210530-16-16180,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210530,20210530-16-16400,16 - Union Station,,0,DDS11007,191229,1,1,GO
05210621-16,20210530,20210530-16-16290,16 - Union Station,,0,DDS11007,191229,1,1,GO
05210621-16,20210530,20210530-16-16120,16 - Union Station,,0,DDS11007,191229,1,1,GO
05210621-16,20210521,20210521-16-16400,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210521,20210521-16-16290,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210521,20210521-16-16320,16 - Union Station,,0,strvl003,191229,1,1,GO
05210621-16,20210521,20210521-16-16840,16 - Union Station,,0,MDDS3123,191229,1,1,GO
05210621-16,20210521,20210521-16-16780,16 - Union Station,,0,MDDS3121,191229,1,1,GO
05210621-16,20210521,20210521-16-16810,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210521,20210521-16-16360,16 - Union Station,,0,DDS51003,191229,1,1,GO
05210621-16,20210521,20210521-16-16930,16 - Union Station,,0,DDS11034,191229,1,1,GO
05210621-16,20210521,20210521-16-16740,16 - Union Station,,0,DDS11032,191229,1,1,GO
05210621-16,20210521,20210521-16-16870,16 - Union Station,,0,DDS11028,191229,1,1,GO
05210621-16,20210521,20210521-16-16710,16 - Union Station,,0,DDS11020,191229,1,1,GO
05210621-16,20210521,20210521-16-16440,16 - Union Station,,0,DDS11019,191229,1,1,GO
05210621-16,20210521,20210521-16-16480,16 - Union Station,,0,DDS11015,191229,1,1,GO
05210621-16,20210521,20210521-16-16090,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210521,20210521-16-16040,16 - Union Station,,0,DDS11003,191229,1,1,GO
05210621-16,20210517,20210517-16-16320,16 - Union Station,,0,strvl003,191229,1,1,GO
05210621-16,20210517,20210517-16-16840,16 - Union Station,,0,MDDS3123,191229,1,1,GO
05210621-16,20210517,20210517-16-16360,16 - Union Station,,0,DDS51003,191229,1,1,GO
05210621-16,20210517,20210517-16-16930,16 - Union Station,,0,DDS11034,191229,1,1,GO
05210621-16,20210517,20210517-16-16740,16 - Union Station,,0,DDS11032,191229,1,1,GO
05210621-16,20210517,20210517-16-16870,16 - Union Station,,0,DDS11028,191229,1,1,GO
05210621-16,20210517,20210517-16-16710,16 - Union Station,,0,DDS11020,191229,1,1,GO
05210621-16,20210517,20210517-16-16440,16 - Union Station,,0,DDS11019,191229,1,1,GO
05210621-16,20210517,20210517-16-16480,16 - Union Station,,0,DDS11015,191229,1,1,GO
05210621-16,20210517,20210517-16-16090,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210517,20210517-16-16040,16 - Union Station,,0,DDS11003,191229,1,1,GO
05210621-16,20210513,20210513-16-16400,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210513,20210513-16-16290,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210513,20210513-16-16320,16 - Union Station,,0,strvl003,191229,1,1,GO
05210621-16,20210513,20210513-16-16840,16 - Union Station,,0,MDDS3123,191229,1,1,GO
05210621-16,20210513,20210513-16-16780,16 - Union Station,,0,MDDS3121,191229,1,1,GO
05210621-16,20210513,20210513-16-16900,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210513,20210513-16-16810,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210513,20210513-16-16360,16 - Union Station,,0,DDS51003,191229,1,1,GO
05210621-16,20210513,20210513-16-16930,16 - Union Station,,0,DDS11034,191229,1,1,GO
05210621-16,20210513,20210513-16-16740,16 - Union Station,,0,DDS11032,191229,1,1,GO
05210621-16,20210513,20210513-16-16870,16 - Union Station,,0,DDS11028,191229,1,1,GO
05210621-16,20210513,20210513-16-16710,16 - Union Station,,0,DDS11020,191229,1,1,GO
05210621-16,20210513,20210513-16-16440,16 - Union Station,,0,DDS11019,191229,1,1,GO
05210621-16,20210513,20210513-16-16480,16 - Union Station,,0,DDS11015,191229,1,1,GO
05210621-16,20210513,20210513-16-16090,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210513,20210513-16-16040,16 - Union Station,,0,DDS11003,191229,1,1,GO
05210621-16,20210618,20210618-16-16900,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210618,20210618-16-16810,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210618,20210618-16-16360,16 - Union Station,,0,DDS51003,191229,1,1,GO
05210621-16,20210622,20210622-16-16900,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210622,20210622-16-16810,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210622,20210622-16-16360,16 - Union Station,,0,DDS51003,191229,1,1,GO
05210621-16,20210617,20210617-16-16900,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210617,20210617-16-16810,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210621,20210621-16-16320,16 - Union Station,,0,strvl003,191229,1,1,GO
05210621-16,20210621,20210621-16-16360,16 - Union Station,,0,DDS51003,191229,1,1,GO
05210621-16,20210624,20210624-16-16840,16 - Union Station,,0,MDDS3123,191229,1,1,GO
05210621-16,20210625,20210625-16-16400,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210625,20210625-16-16290,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210625,20210625-16-16780,16 - Union Station,,0,MDDS3121,191229,1,1,GO
05210621-16,20210625,20210625-16-16360,16 - Union Station,,0,DDS51003,191229,1,1,GO
05210621-16,20210625,20210625-16-16930,16 - Union Station,,0,DDS11034,191229,1,1,GO
05210621-16,20210625,20210625-16-16740,16 - Union Station,,0,DDS11032,191229,1,1,GO
05210621-16,20210625,20210625-16-16870,16 - Union Station,,0,DDS11028,191229,1,1,GO
05210621-16,20210625,20210625-16-16710,16 - Union Station,,0,DDS11020,191229,1,1,GO
05210621-16,20210625,20210625-16-16440,16 - Union Station,,0,DDS11019,191229,1,1,GO
05210621-16,20210625,20210625-16-16480,16 - Union Station,,0,DDS11015,191229,1,1,GO
05210621-16,20210625,20210625-16-16090,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210625,20210625-16-16040,16 - Union Station,,0,DDS11003,191229,1,1,GO
05210621-16,20210612,20210612-16-16900,16 - Union Station,,0,DDS11026,191229,1,1,GO
05210621-16,20210612,20210612-16-16810,16 - Union Station,,0,DDS11026,191229,1,1,GO
05210621-16,20210612,20210612-16-16710,16 - Union Station,,0,DDS11026,191229,1,1,GO
05210621-16,20210612,20210612-16-16870,16 - Union Station,,0,DDS11024,191229,1,1,GO
05210621-16,20210612,20210612-16-16780,16 - Union Station,,0,DDS11024,191229,1,1,GO
05210621-16,20210612,20210612-16-16660,16 - Union Station,,0,DDS11024,191229,1,1,GO
05210621-16,20210612,20210612-16-16930,16 - Union Station,,0,DDS11023,191229,1,1,GO
05210621-16,20210612,20210612-16-16610,16 - Union Station,,0,DDS11020,191229,1,1,GO
05210621-16,20210612,20210612-16-16840,16 - Union Station,,0,DDS11017,191229,1,1,GO
05210621-16,20210612,20210612-16-16740,16 - Union Station,,0,DDS11017,191229,1,1,GO
05210621-16,20210612,20210612-16-16550,16 - Union Station,,0,DDS11017,191229,1,1,GO
05210621-16,20210612,20210612-16-16480,16 - Union Station,,0,DDS11013,191229,1,1,GO
05210621-16,20210612,20210612-16-16360,16 - Union Station,,0,DDS11013,191229,1,1,GO
05210621-16,20210612,20210612-16-16230,16 - Union Station,,0,DDS11013,191229,1,1,GO
05210621-16,20210612,20210612-16-16440,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210612,20210612-16-16320,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210612,20210612-16-16180,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210612,20210612-16-16400,16 - Union Station,,0,DDS11007,191229,1,1,GO
05210621-16,20210612,20210612-16-16290,16 - Union Station,,0,DDS11007,191229,1,1,GO
05210621-16,20210612,20210612-16-16120,16 - Union Station,,0,DDS11007,191229,1,1,GO
05210621-16,20210611,20210611-16-16400,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210611,20210611-16-16290,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210611,20210611-16-16320,16 - Union Station,,0,strvl003,191229,1,1,GO
05210621-16,20210611,20210611-16-16840,16 - Union Station,,0,MDDS3123,191229,1,1,GO
05210621-16,20210611,20210611-16-16780,16 - Union Station,,0,MDDS3121,191229,1,1,GO
05210621-16,20210611,20210611-16-16900,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210611,20210611-16-16810,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210611,20210611-16-16360,16 - Union Station,,0,DDS51003,191229,1,1,GO
05210621-16,20210611,20210611-16-16930,16 - Union Station,,0,DDS11034,191229,1,1,GO
05210621-16,20210611,20210611-16-16740,16 - Union Station,,0,DDS11032,191229,1,1,GO
05210621-16,20210611,20210611-16-16870,16 - Union Station,,0,DDS11028,191229,1,1,GO
05210621-16,20210611,20210611-16-16710,16 - Union Station,,0,DDS11020,191229,1,1,GO
05210621-16,20210611,20210611-16-16440,16 - Union Station,,0,DDS11019,191229,1,1,GO
05210621-16,20210611,20210611-16-16480,16 - Union Station,,0,DDS11015,191229,1,1,GO
05210621-16,20210611,20210611-16-16090,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210611,20210611-16-16040,16 - Union Station,,0,DDS11003,191229,1,1,GO
05210621-16,20210602,20210602-16-16400,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210602,20210602-16-16290,16 - Union Station,,0,strvl005,191229,1,1,GO
05210621-16,20210602,20210602-16-16320,16 - Union Station,,0,strvl003,191229,1,1,GO
05210621-16,20210602,20210602-16-16840,16 - Union Station,,0,MDDS3123,191229,1,1,GO
05210621-16,20210602,20210602-16-16780,16 - Union Station,,0,MDDS3121,191229,1,1,GO
05210621-16,20210602,20210602-16-16900,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210602,20210602-16-16810,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210602,20210602-16-16360,16 - Union Station,,0,DDS51003,191229,1,1,GO
05210621-16,20210602,20210602-16-16930,16 - Union Station,,0,DDS11034,191229,1,1,GO
05210621-16,20210602,20210602-16-16740,16 - Union Station,,0,DDS11032,191229,1,1,GO
05210621-16,20210602,20210602-16-16870,16 - Union Station,,0,DDS11028,191229,1,1,GO
05210621-16,20210602,20210602-16-16710,16 - Union Station,,0,DDS11020,191229,1,1,GO
05210621-16,20210602,20210602-16-16440,16 - Union Station,,0,DDS11019,191229,1,1,GO
05210621-16,20210602,20210602-16-16480,16 - Union Station,,0,DDS11015,191229,1,1,GO
05210621-16,20210602,20210602-16-16090,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210602,20210602-16-16040,16 - Union Station,,0,DDS11003,191229,1,1,GO
05210621-16,20210601,20210601-16-16320,16 - Union Station,,0,strvl003,191229,1,1,GO
05210621-16,20210601,20210601-16-16780,16 - Union Station,,0,MDDS3121,191229,1,1,GO
05210621-16,20210601,20210601-16-16900,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210601,20210601-16-16810,16 - Union Station,,0,MDDS1115,191229,1,1,GO
05210621-16,20210601,20210601-16-16360,16 - Union Station,,0,DDS51003,191229,1,1,GO
05210621-16,20210601,20210601-16-16930,16 - Union Station,,0,DDS11034,191229,1,1,GO
05210621-16,20210601,20210601-16-16740,16 - Union Station,,0,DDS11032,191229,1,1,GO
05210621-16,20210601,20210601-16-16870,16 - Union Station,,0,DDS11028,191229,1,1,GO
05210621-16,20210601,20210601-16-16710,16 - Union Station,,0,DDS11020,191229,1,1,GO
05210621-16,20210601,20210601-16-16440,16 - Union Station,,0,DDS11019,191229,1,1,GO
05210621-16,20210601,20210601-16-16480,16 - Union Station,,0,DDS11015,191229,1,1,GO
05210621-16,20210601,20210601-16-16090,16 - Union Station,,0,DDS11009,191229,1,1,GO
05210621-16,20210601,20210601-16-16040,16 - Union Station,,0,DDS11003,191229,1,1,GO
05210621-16,20210524,20210524-16-16900,16 - Union Station,,0,DDS11026,191229,1,1,GO
05210621-16,20210524,20210524-16-16810,16 - Union Station,,0,DDS11026,191229,1,1,GO
05210621-16,20210524,20210524-16-16710,16 - Union Station,,0,DDS11026,191229,1,1,GO
05210621-16,20210524,20210524-16-16870,16 - Union Station,,0,DDS11024,191229,1,1,GO
05210621-16,20210524,20210524-16-16780,16 - Union Station,,0,DDS11024,191229,1,1,GO
05210621-16,20210524,20210524-16-16660,16 - Union Station,,0,DDS11024,191229,1,1,GO
